season,month,holiday,day_of_week,workingday,weather,temp,atemp,humidity,windspeed,count
3,7,0,5,1,1,27.0,28.0,59.13,0.18,5538
1,3,0,6,0,2,11.0,15.0,62.12,0.16,4066
3,8,0,2,1,2,31.0,33.0,70.38,0.12,7273
2,3,0,6,0,1,2.0,5.0,39.42,0.21,2496
1,2,0,4,1,2,10.0,14.0,67.29,0.19,3761
3,7,0,0,0,1,30.0,31.0,62.38,0.17,6597
2,3,0,0,0,2,1.0,5.0,49.39,0.18,1693
4,10,0,0,0,2,7.0,11.0,79.17,0.22,2918
4,12,0,4,1,1,2.0,5.0,58.0,0.24,7938
1,1,0,5,1,1,-5.0,1.0,53.78,0.13,6079
1,3,0,1,1,1,0.0,4.0,50.62,0.23,8859
4,10,1,1,0,2,9.0,13.0,70.96,0.19,5478
3,8,0,5,1,1,30.0,30.0,41.5,0.13,4905
2,4,0,0,0,1,9.0,13.0,48.0,0.18,3249
2,3,0,5,1,2,23.0,25.0,69.42,0.12,8362
3,7,0,2,1,1,32.0,34.0,65.5,0.21,7592
4,9,0,1,1,2,26.0,26.0,84.83,0.11,4630
3,8,0,0,0,1,32.0,34.0,75.29,0.2,3785
1,3,0,2,1,1,21.0,23.0,61.75,0.24,5847
4,10,0,6,0,3,1.0,3.0,88.25,0.35,627
3,9,0,4,1,2,29.0,30.0,81.04,0.14,6203
2,5,0,5,1,2,17.0,20.0,86.33,0.18,9696
4,12,0,6,0,1,2.0,6.0,50.75,0.23,3190
4,12,0,6,0,2,1.0,5.0,56.08,0.24,2739
4,11,0,1,1,1,5.0,10.0,53.54,0.05,5087
4,11,0,2,1,1,3.0,7.0,56.71,0.17,5686
4,12,0,5,1,1,3.0,8.0,64.29,0.13,5611
1,2,0,4,1,1,-6.0,-2.0,43.74,0.22,1538
1,3,0,4,1,1,18.0,22.0,56.75,0.44,2060
1,3,0,4,1,3,10.0,13.0,0.0,0.26,623
1,3,0,5,1,1,19.0,22.0,52.52,0.23,3239
4,10,0,0,0,2,15.0,18.0,69.46,0.4,4459
1,3,0,6,0,2,17.0,21.0,75.58,0.11,7836
2,5,0,5,1,1,19.0,22.0,71.96,0.13,4917
4,10,0,5,1,1,13.0,16.0,53.92,0.24,7282
3,7,0,3,1,1,31.0,30.0,45.0,0.16,8173
2,4,0,5,1,1,17.0,20.0,45.71,0.24,4595
4,10,0,2,1,1,19.0,22.0,64.17,0.09,7466
1,3,0,5,1,2,7.0,12.0,65.71,0.14,3194
1,2,0,5,1,2,-2.0,3.0,58.52,0.13,1708
3,7,0,4,1,2,36.0,41.0,69.12,0.22,3784
2,6,0,4,1,1,23.0,25.0,56.71,0.16,7494
1,12,1,2,0,2,3.0,8.0,73.48,0.17,1013
4,11,0,6,0,1,10.0,14.0,64.54,0.06,2816
3,7,0,1,1,2,30.0,30.0,68.33,0.18,6569
2,4,0,6,0,1,15.0,18.0,50.33,0.24,5312
2,3,0,4,1,2,3.0,6.0,80.58,0.24,7352
4,12,0,4,1,1,5.0,8.0,52.46,0.22,3727
1,1,0,3,1,2,2.0,7.0,84.75,0.13,2177
3,7,0,5,1,1,31.0,30.0,39.62,0.1,5362
2,4,0,1,1,1,17.0,21.0,54.25,0.16,3429
1,1,0,2,1,2,-1.0,4.0,86.17,0.15,683
1,1,0,4,1,1,-3.0,1.0,49.75,0.22,7999
4,11,0,2,1,2,18.0,21.0,68.88,0.2,4195
1,2,0,1,1,1,-1.0,3.0,41.12,0.17,3422
3,7,0,5,1,1,38.0,42.0,58.04,0.13,3387
2,4,0,4,1,1,10.0,13.0,46.62,0.29,5409
4,12,0,2,1,2,9.0,14.0,59.54,0.06,3750
1,1,0,0,0,2,-5.0,-1.0,79.62,0.2,1977
1,2,0,2,1,1,2.0,5.0,31.43,0.29,1815
4,10,0,4,1,2,18.0,21.0,72.83,0.24,7509
3,7,0,6,0,1,31.0,31.0,60.92,0.17,5336
1,1,0,0,0,1,-4.0,-1.0,41.92,0.25,2311
1,1,0,3,1,1,-4.0,-1.0,59.95,0.3,1162
2,3,0,3,1,2,4.0,8.0,64.67,0.17,1536
2,6,0,0,0,1,23.0,25.0,49.33,0.18,7641
2,6,0,2,1,2,19.0,22.0,61.33,0.21,7001
2,5,0,6,0,1,26.0,28.0,72.96,0.23,4758
2,4,0,2,1,1,23.0,27.0,39.04,0.27,6691
4,9,0,4,1,2,26.0,27.0,69.08,0.13,7393
4,11,0,1,1,1,17.0,20.0,74.3,0.14,3867
4,10,0,6,0,2,11.0,15.0,75.38,0.29,2429
3,8,0,5,1,2,29.0,30.0,61.5,0.07,7582
3,8,0,1,1,1,29.0,30.0,73.04,0.13,6917
4,11,0,5,1,1,7.0,11.0,52.46,0.17,5698
3,6,0,4,1,2,31.0,33.0,70.33,0.24,4790
2,5,0,1,1,2,20.0,23.0,73.0,0.18,4401
1,2,0,6,0,1,10.0,14.0,18.79,0.51,1635
1,2,0,2,1,2,-3.0,4.0,82.96,0.05,1360
3,8,0,3,1,2,32.0,34.0,67.29,0.11,7534
3,9,0,6,0,1,27.0,29.0,71.67,0.19,4484
1,1,1,1,0,1,2.0,5.0,38.13,0.33,6801
1,2,0,3,1,2,1.0,6.0,72.29,0.13,2802
2,4,0,4,1,1,12.0,16.0,37.42,0.22,6457
4,10,0,1,1,3,13.0,17.0,88.0,0.36,22
1,1,0,5,1,1,2.0,5.0,50.75,0.38,8961
2,4,0,3,1,2,24.0,25.0,83.54,0.31,3872
2,3,0,0,0,2,13.0,17.0,88.08,0.22,4996
3,6,0,4,1,1,36.0,36.0,56.79,0.12,5905
2,6,0,5,1,1,25.0,27.0,58.96,0.18,7665
2,4,0,3,1,1,10.0,13.0,47.08,0.26,2808
3,8,0,5,1,1,33.0,32.0,58.75,0.17,7350
4,12,0,5,1,1,5.0,10.0,62.58,0.1,3940
4,10,0,4,1,2,15.0,18.0,81.29,0.2,2659
2,6,0,1,1,2,30.0,31.0,58.79,0.21,6664
3,9,0,2,1,2,20.0,23.0,88.12,0.13,3641
4,11,0,6,0,1,9.0,13.0,68.17,0.07,3068
1,3,0,5,1,2,1.0,5.0,61.04,0.2,1944
1,1,0,1,1,1,2.0,6.0,40.08,0.22,3624
4,10,0,6,0,1,10.0,14.0,49.46,0.15,7109
2,5,0,3,1,1,21.0,23.0,79.71,0.14,6169
1,3,0,0,0,1,8.0,12.0,47.7,0.22,4911
3,6,0,1,1,1,30.0,30.0,50.42,0.3,6779
4,10,0,4,1,2,22.0,24.0,89.67,0.14,2913
2,5,0,1,1,1,21.0,24.0,78.79,0.13,3958
1,3,0,1,1,1,19.0,23.0,72.88,0.16,6153
4,10,0,2,1,3,22.0,23.0,87.17,0.1,4639
4,11,0,3,1,1,10.0,15.0,75.83,0.06,4109
4,10,0,0,0,1,14.0,18.0,51.0,0.17,6824
1,1,0,6,0,2,-4.0,0.0,83.12,0.22,1301
2,6,0,5,1,2,26.0,27.0,75.54,0.24,4127
4,10,0,3,1,2,16.0,19.0,72.04,0.15,3894
2,4,0,5,1,2,4.0,7.0,68.62,0.26,2227
3,9,0,2,1,3,19.0,21.0,88.7,0.34,2710
3,8,0,4,1,1,30.0,30.0,51.92,0.14,7605
1,1,0,0,0,1,-1.0,5.0,72.22,0.07,1096
4,10,0,3,1,2,8.0,12.0,66.67,0.17,5566
3,9,0,2,1,1,26.0,27.0,71.25,0.14,4763
1,12,0,5,1,2,6.0,8.0,55.67,0.37,8420
3,7,0,2,1,1,37.0,37.0,50.58,0.11,6786
4,11,0,3,1,1,5.0,9.0,61.33,0.27,3613
4,11,0,2,1,1,11.0,15.0,72.17,0.07,4205
4,12,0,6,0,2,4.0,9.0,80.67,0.06,5191
2,4,0,0,0,1,14.0,17.0,58.71,0.12,2358
3,7,0,5,1,2,31.0,31.0,48.58,0.08,7499
1,12,0,5,1,1,5.0,9.0,63.67,0.13,2999
2,6,0,5,1,1,33.0,33.0,60.5,0.14,4586
3,8,0,0,0,2,25.0,27.0,71.17,0.09,4549
3,7,0,4,1,1,30.0,30.0,52.96,0.15,7446
4,11,0,3,1,1,4.0,7.0,50.62,0.21,5260
3,8,0,2,1,1,31.0,31.0,62.0,0.19,2779
2,4,0,4,1,1,14.0,18.0,54.04,0.11,3267
4,11,0,3,1,1,9.0,14.0,71.88,0.08,4186
2,5,0,5,1,1,28.0,29.0,65.38,0.24,4679
1,2,0,3,1,1,15.0,18.0,50.79,0.19,4579
4,12,0,2,1,1,11.0,15.0,66.62,0.22,5557
2,6,0,6,0,1,30.0,30.0,43.71,0.14,7498
2,6,0,3,1,1,24.0,26.0,47.17,0.17,5180
2,4,0,1,1,1,16.0,19.0,31.75,0.36,5585
2,3,0,2,1,1,13.0,17.0,62.46,0.23,2703
2,3,0,3,1,2,18.0,21.0,82.12,0.09,1346
1,1,0,1,1,1,-5.0,-1.0,48.29,0.22,1321
4,12,0,5,1,2,5.0,9.0,76.42,0.13,5008
4,11,0,4,1,2,7.0,9.0,57.58,0.31,3053
3,7,0,6,0,1,33.0,33.0,61.33,0.16,6685
3,6,0,3,1,1,31.0,30.0,49.79,0.26,5225
2,6,0,3,1,1,26.0,28.0,58.21,0.34,7421
4,10,0,1,1,2,18.0,21.0,64.92,0.09,6778
3,8,0,0,0,1,33.0,35.0,65.25,0.29,5464
1,1,0,4,1,1,-2.0,4.0,51.83,0.09,1606
3,7,0,0,0,1,30.0,31.0,60.42,0.25,5302
3,7,0,5,1,1,34.0,35.0,59.46,0.15,6904
2,4,0,3,1,1,19.0,23.0,46.96,0.18,2204
3,9,0,1,1,2,20.0,22.0,69.0,0.15,4539
4,11,0,2,1,1,10.0,14.0,68.38,0.14,4068
3,8,0,1,1,1,30.0,31.0,54.54,0.14,6883
1,3,0,4,1,1,16.0,19.0,61.54,0.23,4990
1,2,0,2,1,1,-1.0,1.0,53.79,0.36,1530
3,9,0,1,1,2,22.0,24.0,73.46,0.15,6869
4,11,0,5,1,2,10.0,14.0,62.25,0.27,4046
3,8,0,1,1,2,25.0,27.0,73.42,0.13,2250
2,6,0,0,0,1,29.0,30.0,74.79,0.16,4460
1,3,0,3,1,2,4.0,7.0,77.54,0.22,1891
2,5,0,4,1,1,14.0,17.0,44.42,0.3,4433
1,2,0,3,1,2,-7.0,-2.0,49.48,0.19,1605
1,1,0,3,1,1,-1.0,3.0,43.7,0.19,1600
1,2,0,4,1,1,-3.0,0.0,43.78,0.28,1550
2,4,0,2,1,1,11.0,15.0,45.42,0.25,5633
4,10,0,6,0,1,18.0,21.0,70.12,0.05,5409
2,4,0,0,0,2,12.0,16.0,85.75,0.15,2895
2,6,0,0,0,1,22.0,25.0,59.88,0.14,6978
3,7,1,3,0,1,35.0,35.0,53.87,0.13,7403
3,8,0,4,1,2,28.0,30.0,77.17,0.21,3542
1,2,0,6,0,2,2.0,6.0,77.96,0.12,7389
1,1,0,2,1,1,7.0,11.0,83.58,0.12,4339
4,10,0,2,1,1,15.0,18.0,55.83,0.18,7534
2,5,0,6,0,1,29.0,29.0,73.25,0.2,6536
1,1,0,6,0,1,10.0,14.0,53.17,0.17,4521
2,3,0,4,1,1,16.0,19.0,43.92,0.32,6133
3,7,0,3,1,1,30.0,32.0,74.33,0.15,4629
2,3,0,6,0,2,12.0,16.0,73.83,0.25,6235
4,10,0,1,1,1,16.0,19.0,56.83,0.08,7058
3,9,0,0,0,1,17.0,20.0,69.5,0.18,4274
2,4,0,6,0,2,9.0,13.0,48.96,0.13,4220
4,12,0,6,0,2,9.0,14.0,91.12,0.1,5582
2,5,0,0,0,2,20.0,23.0,74.0,0.15,6359
3,7,0,3,1,1,33.0,36.0,70.71,0.11,4332
4,11,0,2,1,2,3.0,7.0,78.67,0.24,3959
1,3,0,0,0,1,6.0,10.0,47.38,0.21,2471
3,9,0,6,0,1,26.0,27.0,64.67,0.28,8395
1,2,0,6,0,1,-1.0,4.0,54.42,0.2,1472
2,5,0,6,0,2,18.0,21.0,92.25,0.13,3409
1,1,0,0,0,1,6.0,10.0,46.5,0.19,3425
4,10,0,6,0,1,16.0,19.0,57.29,0.12,8090
3,9,0,4,1,3,25.0,24.0,93.96,0.19,1842
4,9,0,0,0,1,18.0,22.0,58.33,0.13,6889
1,2,1,1,0,1,3.0,6.0,50.78,0.23,3129
4,11,0,0,0,2,14.0,18.0,68.46,0.19,3520
3,7,0,2,1,1,35.0,36.0,55.92,0.2,4258
2,5,0,4,1,2,20.0,23.0,76.83,0.13,6421
4,11,0,0,0,1,7.0,10.0,69.29,0.23,4669
2,5,0,2,1,2,24.0,25.0,65.96,0.16,5740
3,6,0,6,0,1,33.0,32.0,60.12,0.16,5687
2,3,0,6,0,2,17.0,20.0,88.54,0.19,3372
2,4,0,4,1,2,16.0,19.0,75.67,0.18,5026
2,6,0,2,1,1,30.0,30.0,59.79,0.19,4833
2,6,0,3,1,1,20.0,23.0,61.12,0.08,7055
3,9,0,6,0,2,32.0,33.0,63.83,0.11,6140
4,12,0,1,1,1,14.0,18.0,76.75,0.08,6234
2,3,0,3,1,1,16.0,19.0,48.12,0.29,5698
4,11,0,4,1,1,11.0,15.0,70.21,0.14,8839
3,9,0,4,1,1,19.0,23.0,61.83,0.12,7720
2,4,0,3,1,2,11.0,15.0,81.92,0.25,2162
1,2,0,2,1,1,-4.0,1.0,57.78,0.2,1450
2,5,0,5,1,1,28.0,29.0,74.71,0.14,6734
1,1,0,2,1,1,4.0,9.0,64.65,0.19,3598
1,1,0,6,0,1,-4.0,1.0,45.75,0.19,2493
2,4,0,5,1,2,6.0,9.0,83.62,0.23,1471
3,7,0,2,1,1,30.0,31.0,70.42,0.17,7216
2,5,0,1,1,1,19.0,22.0,58.88,0.18,4362
3,6,0,1,1,2,28.0,29.0,65.83,0.11,4708
2,4,0,4,1,1,14.0,18.0,40.71,0.33,4189
3,6,0,4,1,1,32.0,32.0,42.25,0.17,2264
2,4,0,3,1,1,15.0,19.0,42.79,0.12,6196
1,12,0,3,1,2,12.0,16.0,85.83,0.22,8509
2,6,0,0,0,1,31.0,31.0,53.83,0.13,6598
2,5,0,1,1,2,25.0,26.0,81.0,0.23,4274
4,9,0,6,0,1,19.0,22.0,54.29,0.23,5259
1,1,0,5,1,2,-3.0,2.0,49.87,0.17,1510
4,9,0,0,0,2,25.0,25.0,84.5,0.05,5010
3,8,0,6,0,2,27.0,28.0,71.29,0.24,6053
3,8,0,5,1,1,29.0,31.0,76.12,0.08,4661
2,4,0,1,1,1,12.0,16.0,50.43,0.31,5936
1,2,0,1,1,2,11.0,14.0,87.64,0.29,1446
3,8,0,0,0,1,30.0,32.0,77.0,0.25,3873
4,12,0,4,1,1,4.0,8.0,48.58,0.17,5532
3,8,0,3,1,1,27.0,28.0,67.71,0.07,7375
3,7,0,6,0,1,38.0,40.0,50.0,0.13,3285
4,11,0,3,1,1,3.0,7.0,55.21,0.2,5495
4,10,0,3,1,3,19.0,22.0,90.62,0.25,2416
1,2,0,5,1,2,11.0,15.0,73.75,0.24,3487
1,1,0,1,1,1,-3.0,1.0,43.73,0.25,1349
4,12,0,1,1,2,10.0,14.0,90.71,0.1,4585
1,1,0,3,1,1,4.0,8.0,64.38,0.16,4270
3,8,0,6,0,2,30.0,32.0,75.5,0.23,4294
1,12,0,2,1,2,5.0,10.0,76.25,0.19,1162
1,2,0,3,1,1,5.0,9.0,42.35,0.25,2115
4,12,0,0,0,2,7.0,12.0,82.33,0.12,4649
3,8,0,0,0,2,28.0,28.0,81.75,0.22,8730
1,1,0,3,1,2,3.0,8.0,74.17,0.21,1650
2,6,0,6,0,1,29.0,30.0,67.04,0.12,5119
3,8,0,3,1,1,31.0,31.0,57.54,0.14,4694
4,10,0,4,1,1,15.0,18.0,63.62,0.42,4195
3,8,0,2,1,1,29.0,30.0,57.83,0.24,4725
3,9,0,0,0,2,29.0,30.0,81.5,0.06,5810
3,7,0,2,1,1,34.0,33.0,49.21,0.13,6660
4,11,0,5,1,1,9.0,13.0,64.38,0.1,2792
4,10,0,2,1,2,21.0,23.0,80.88,0.14,4563
4,11,0,5,1,1,8.0,11.0,54.08,0.21,5992
4,12,0,2,1,2,7.0,10.0,59.67,0.3,5501
3,7,0,2,1,2,30.0,31.0,66.75,0.15,6290
2,4,0,5,1,1,14.0,18.0,40.08,0.35,6233
2,4,0,1,1,1,21.0,23.0,42.62,0.39,3115
3,8,0,2,1,1,34.0,34.0,49.12,0.21,4845
3,9,0,5,1,2,15.0,18.0,59.04,0.16,4760
4,12,0,0,0,1,6.0,11.0,77.58,0.08,3485
4,10,0,3,1,3,19.0,21.0,89.52,0.24,2424
3,9,0,5,1,1,29.0,30.0,73.62,0.17,7504
2,4,0,0,0,1,14.0,17.0,47.96,0.3,3744
2,4,0,2,1,1,25.0,26.0,72.92,0.33,4400
2,6,0,3,1,1,34.0,35.0,62.21,0.14,4401
1,12,0,3,1,3,0.0,3.0,82.33,0.32,441
3,8,0,2,1,1,31.0,32.0,68.67,0.17,6784
1,2,0,0,0,1,3.0,7.0,56.83,0.14,1623
2,5,0,5,1,1,19.0,22.0,36.04,0.24,7030
1,12,0,4,1,1,1.0,6.0,57.42,0.12,2423
1,3,0,0,0,1,6.0,8.0,40.33,0.33,3423
3,7,0,0,0,1,37.0,39.0,55.08,0.17,3606
3,9,0,5,1,2,26.0,27.0,72.71,0.14,4727
3,8,0,3,1,1,33.0,32.0,42.42,0.2,4780
3,9,0,0,0,1,30.0,31.0,74.21,0.21,4940
1,1,0,0,0,1,8.0,13.0,69.25,0.19,2294
2,4,0,4,1,1,16.0,20.0,61.25,0.07,6565
